# STN,YYYYMMDD,   FG,   TG,   RH,   PG,   NG,   UG
344,19901030,77,92,20,9889,5,88
344,19901031,87,100,134,9910,6,87
344,19901101,57,93,44,9989,7,92
344,19901102,26,68,85,10002,5,98
344,19901103,31,60,44,10048,4,95
344,19901104,21,49,22,10112,4,95
344,19901105,15,40,0,10226,4,90
344,19901106,15,41,2,10302,5,94
344,19901107,15,71,0,10315,7,95
344,19901108,21,65,0,10279,6,89
344,19901109,36,43,0,10226,2,85
344,19901110,36,81,36,10181,8,96
344,19901111,36,107,52,10196,7,99
344,19901112,31,88,-1,10247,7,99
344,19901113,51,116,26,10178,8,99
344,19901114,51,113,66,10110,7,98
344,19901115,67,102,46,10182,6,93
344,19901116,82,123,-1,10177,8,98
344,19901117,98,117,56,10096,6,96
344,19901118,113,95,32,10082,6,77
344,19901119,77,73,114,10037,6,84
344,19901120,57,66,213,9909,7,89
344,19901121,41,52,-1,10029,6,93
344,19901122,21,41,0,10133,3,97
344,19901123,31,8,-1,10092,8,97
344,19901124,57,36,48,9927,6,94
344,19901125,41,38,10,9932,6,97
344,19901126,31,36,10,9990,8,100
344,19901127,21,29,0,10133,5,98
344,19901128,21,11,0,10211,4,96
344,19901129,26,35,20,10200,6,98
344,19901130,15,21,-1,10259,3,95
344,19901201,26,43,3,10324,7,97
344,19901202,31,67,-1,10323,8,92
344,19901203,41,71,-1,10272,7,92
344,19901204,57,66,16,10260,4,85
344,19901205,26,39,-1,10324,5,87
344,19901206,36,45,0,10305,7,88
344,19901207,62,27,0,10132,4,71
344,19901208,67,11,-1,9968,6,83
344,19901209,51,7,-1,10023,6,84
344,19901210,87,19,-1,9994,8,85
344,19901211,57,49,32,10079,8,84
344,19901212,113,58,84,10026,6,85
344,19901213,72,49,2,10194,6,83
344,19901214,21,21,-1,10288,6,85
344,19901215,41,42,4,10268,6,90
344,19901216,26,-7,-1,10349,5,92
344,19901217,26,6,0,10303,8,91
344,19901218,31,-3,0,10227,7,86
344,19901219,21,9,13,10212,7,94
344,19901220,77,56,88,10159,7,94
344,19901221,36,63,0,10140,6,95
344,19901222,51,88,-1,10189,8,95
344,19901223,57,79,-1,10203,8,85
344,19901224,46,67,-1,10161,8,91
344,19901225,82,60,52,10038,7,88
344,19901226,103,57,126,9934,5,89
344,19901227,108,62,5,9999,6,74
344,19901228,82,54,4,10072,6,88
344,19901229,77,85,56,10014,7,91
344,19901230,72,65,0,10155,3,85
344,19901231,57,50,6,10145,6,92
344,19910101,67,52,50,10132,5,90
344,19910102,118,101,118,9987,8,94
344,19910103,72,81,24,10047,7,88
344,19910104,77,60,11,10067,6,86
344,19910105,103,56,44,10018,5,86
344,19910106,113,67,4,9979,5,72
344,19910107,87,69,10,9995,6,83
344,19910108,93,71,26,10004,6,87
344,19910109,93,77,41,10006,4,83
344,19910110,108,97,10,10009,7,81
344,19910111,77,71,74,10105,5,87
344,19910112,31,35,52,10216,4,94
344,19910113,21,11,-1,10352,1,92
344,19910114,41,-1,0,10371,0,87
344,19910115,62,3,0,10303,0,48
344,19910116,41,-10,0,10270,0,61
344,19910117,41,16,0,10275,1,73
344,19910118,36,18,0,10288,0,86
344,19910119,41,24,30,10282,4,94
344,19910120,57,30,6,10347,7,98
344,19910121,67,59,4,10332,6,92
344,19910122,41,35,-1,10397,7,93
344,19910123,21,15,0,10400,8,92
344,19910124,21,8,0,10386,6,88
344,19910125,15,6,0,10364,5,90
344,19910126,15,24,-1,10350,8,90
344,19910127,15,36,0,10363,7,84
344,19910128,31,19,0,10327,5,89
344,19910129,26,-13,0,10281,0,94
344,19910130,36,-5,0,10255,1,83
344,19910131,31,-17,0,10266,3,87
344,19910201,26,-24,-1,10278,6,93
344,19910202,10,-48,0,10303,1,85
344,19910203,21,-60,0,10308,0,83
344,19910204,26,-53,0,10354,1,77
344,19910205,46,-11,-1,10350,4,82
344,19910206,62,-78,-1,10305,2,67
344,19910207,57,-81,-1,10188,6,80
344,19910208,57,-67,8,10073,6,81
344,19910209,26,-70,-1,10073,3,82
344,19910210,15,-43,4,10100,6,90
344,19910211,41,-31,34,10115,8,97
344,19910212,15,-30,-1,10170,6,92
344,19910213,21,-24,30,10202,5,95
344,19910214,31,-11,18,10200,5,95
344,19910215,72,12,149,10014,8,95
344,19910216,46,17,-1,10024,4,87
344,19910217,15,10,0,10118,6,83
344,19910218,15,11,0,10157,6,92
344,19910219,15,-3,0,10157,0,87
344,19910220,41,12,0,10117,6,96
344,19910221,46,32,1,10069,8,96
344,19910222,82,56,8,10125,5,83
344,19910223,108,100,2,10181,7,84
344,19910224,62,95,-1,10228,5,79
344,19910225,26,81,6,10252,5,94
344,19910226,31,53,0,10227,5,96
344,19910227,41,26,0,10171,4,92
344,19910228,36,28,54,10098,8,93
344,19910301,15,43,30,10128,7,93
344,19910302,21,49,30,10134,8,94
344,19910303,57,66,-1,10232,4,84
344,19910304,46,65,-1,10216,6,84
344,19910305,36,102,64,10085,8,92
344,19910306,41,123,-1,9991,6,80
344,19910307,51,133,-1,9943,6,73
344,19910308,41,124,6,9940,7,79
344,19910309,31,108,26,10000,7,85
344,19910310,57,114,6,10096,6,82
344,19910311,41,110,2,10138,7,90
344,19910312,26,118,0,10132,4,84
344,19910313,15,108,0,10141,1,78
344,19910314,41,108,-1,10132,4,81
344,19910315,36,91,-1,10122,8,93
344,19910316,41,120,-1,10054,6,83
344,19910317,31,109,2,10048,6,83
344,19910318,41,96,-1,10158,7,86
344,19910319,98,104,63,10108,8,96
344,19910320,72,115,22,10116,7,93
344,19910321,62,91,18,10039,7,90
344,19910322,26,59,-1,10070,4,87
344,19910323,26,49,0,10133,4,85
344,19910324,36,56,0,10210,2,85
344,19910325,72,71,-1,10247,3,68
344,19910326,62,69,0,10216,5,64
344,19910327,46,76,0,10238,1,69
344,19910328,31,64,0,10299,4,85
344,19910329,26,51,0,10337,1,74
344,19910330,21,51,0,10307,3,76
344,19910331,31,86,-1,10256,8,90
344,19910401,87,95,4,10134,8,88
344,19910402,82,102,12,10034,8,86
344,19910403,72,92,4,10032,5,78
344,19910404,77,78,28,9984,5,80
344,19910405,72,79,6,10003,5,83
344,19910406,57,92,14,10145,6,75
344,19910407,98,94,4,10130,5,80
344,19910408,67,96,2,10210,5,85
344,19910409,26,94,0,10278,2,83
344,19910410,36,129,0,10265,4,69
344,19910411,46,161,0,10216,3,52
344,19910412,41,161,0,10168,1,45
344,19910413,36,137,-1,10211,3,67
344,19910414,51,121,0,10265,3,83
344,19910415,41,120,0,10297,0,71
344,19910416,77,62,2,10251,6,75
344,19910417,77,52,16,10191,5,80
344,19910418,31,37,42,10116,6,90
344,19910419,41,36,-1,10113,5,77
344,19910420,26,27,-1,10175,2,72
344,19910421,46,44,24,10173,5,73
344,19910422,72,62,48,10141,6,86
344,19910423,51,51,18,10208,5,85
344,19910424,21,69,0,10201,3,73
344,19910425,41,80,6,10146,2,71
344,19910426,36,88,0,10158,1,68
344,19910427,31,78,0,10154,1,77
344,19910428,31,53,-1,10193,4,82
344,19910429,36,81,-1,10206,7,75
344,19910430,51,77,22,10109,8,81
344,19910501,62,73,26,10151,6,86
344,19910502,77,77,-1,10202,7,78
344,19910503,77,65,10,10177,6,80
344,19910504,57,69,104,10115,7,86
344,19910505,36,75,66,10113,8,92
344,19910506,21,79,6,10109,8,92
344,19910507,15,87,24,10098,8,91
344,19910508,41,96,-1,10153,3,68
344,19910509,36,88,0,10189,2,78
344,19910510,36,91,0,10173,3,80
344,19910511,31,91,-1,10172,5,81
344,19910512,36,100,0,10227,4,79
344,19910513,46,119,40,10229,6,84
344,19910514,62,94,2,10266,6,82
344,19910515,67,80,34,10242,5,84
344,19910516,57,73,30,10219,5,83
344,19910517,36,75,-1,10243,5,78
344,19910518,15,74,0,10267,5,79
344,19910519,31,110,0,10244,7,82
344,19910520,51,131,0,10247,6,90
344,19910521,36,145,0,10305,6,86
344,19910522,46,108,0,10332,4,82
344,19910523,46,91,0,10326,3,77
344,19910524,26,88,0,10306,3,79
344,19910525,36,103,-1,10286,5,85
344,19910526,41,108,-1,10301,7,85
344,19910527,36,106,-1,10295,7,86
344,19910528,36,104,-1,10255,7,87
344,19910529,41,113,0,10225,5,86
344,19910530,36,128,0,10222,1,85
344,19910531,46,106,0,10212,8,87
344,19910601,57,95,0,10215,5,73
344,19910602,21,91,0,10159,6,76
344,19910603,51,81,54,10091,6,89
344,19910604,62,79,8,10134,5,78
344,19910605,26,109,4,10140,5,67
344,19910606,31,117,-1,10064,7,82
344,19910607,26,133,62,10012,8,93
344,19910608,36,120,2,10104,7,84
344,19910609,72,144,22,10057,5,79
344,19910610,82,134,74,10088,7,84
344,19910611,72,136,-1,10181,6,70
344,19910612,72,141,34,10097,6,83
344,19910613,98,135,12,10070,6,75
344,19910614,82,139,0,10106,6,74
344,19910615,67,120,174,10058,8,93
344,19910616,51,113,14,10105,5,83
344,19910617,21,118,77,10142,5,81
344,19910618,41,124,6,10131,6,83
344,19910619,57,116,66,10101,7,86
344,19910620,21,118,2,10083,5,87
344,19910621,41,145,271,10115,6,88
344,19910622,51,157,0,10157,5,79
344,19910623,51,152,244,10181,7,82
344,19910624,41,147,28,10167,8,90
344,19910625,62,164,118,10134,8,96
344,19910626,87,154,74,10115,6,82
344,19910627,46,132,96,10076,7,90
344,19910628,62,128,4,10157,6,80
344,19910629,51,139,0,10215,5,73
344,19910630,62,150,18,10212,7,89
344,19910701,31,163,82,10204,7,94
344,19910702,31,188,206,10176,6,91
344,19910703,26,191,0,10207,2,88
344,19910704,41,223,0,10224,2,64
344,19910705,46,237,0,10178,2,69
344,19910706,46,214,0,10189,5,77
344,19910707,31,209,6,10179,5,81
344,19910708,46,203,294,10164,6,86
344,19910709,62,162,-1,10214,5,80
344,19910710,31,192,0,10229,3,71
344,19910711,41,234,97,10150,2,68
344,19910712,62,178,51,10191,6,80
344,19910713,62,168,28,10161,7,90
344,19910714,46,170,6,10146,5,86
344,19910715,67,159,5,10143,7,88
344,19910716,57,162,-1,10154,6,84
344,19910717,41,168,0,10167,4,80
344,19910718,51,153,66,10114,7,90
344,19910719,67,164,-1,10110,7,86
344,19910720,41,170,2,10159,6,86
344,19910721,26,169,0,10200,3,82
344,19910722,15,170,0,10208,3,79
344,19910723,26,215,0,10129,4,68
344,19910724,62,168,49,10062,6,84
344,19910725,31,156,29,10085,6,87
344,19910726,26,159,0,10167,3,87
344,19910727,15,168,0,10199,4,82
344,19910728,26,204,0,10178,1,69
344,19910729,46,229,0,10125,1,59
344,19910730,36,232,0,10084,3,62
344,19910731,31,183,-1,10100,6,82
344,19910801,15,185,0,10145,3,76
344,19910802,26,181,0,10206,2,90
344,19910803,26,186,0,10234,4,82
344,19910804,26,188,0,10232,3,89
344,19910805,36,210,-1,10188,6,80
344,19910806,41,218,0,10122,5,72
344,19910807,36,186,0,10124,6,87
344,19910808,41,161,-1,10189,5,88
344,19910809,41,180,0,10248,4,73
344,19910810,46,201,0,10225,6,88
344,19910811,57,185,16,10183,7,93
344,19910812,31,161,0,10184,4,81
344,19910813,26,172,-1,10187,4,81
344,19910814,15,167,0,10192,4,80
344,19910815,26,192,0,10172,2,76
344,19910816,41,179,-1,10165,5,86
344,19910817,57,170,6,10146,6,85
344,19910818,51,147,4,10198,3,79
344,19910819,41,167,-1,10208,5,76
344,19910820,36,167,21,10204,5,86
344,19910821,26,192,0,10162,2,75
344,19910822,36,222,58,10092,5,68
344,19910823,62,187,10,10163,5,72
344,19910824,51,169,-1,10216,3,83
344,19910825,15,175,0,10234,5,85
344,19910826,15,162,0,10235,2,82
344,19910827,21,171,0,10266,5,81
344,19910828,31,157,0,10285,2,80
344,19910829,31,160,0,10272,2,76
344,19910830,26,175,0,10262,0,71
344,19910831,31,192,0,10229,0,65
344,19910901,36,205,0,10193,0,62
344,19910902,21,186,0,10241,0,85
344,19910903,15,194,0,10273,0,75
344,19910904,36,186,0,10273,1,79
344,19910905,31,170,0,10268,6,90
344,19910906,31,142,-1,10288,6,75
344,19910907,26,154,-1,10279,7,81
344,19910908,21,139,0,10240,4,88
344,19910909,15,152,0,10210,5,83
344,19910910,15,161,0,10167,5,80
344,19910911,26,130,1,10179,5,88
344,19910912,15,109,0,10223,1,80
344,19910913,15,123,0,10227,1,75
344,19910914,31,169,0,10201,3,72
344,19910915,36,164,38,10181,6,98
344,19910916,46,151,109,10171,7,98
344,19910917,62,168,0,10190,4,81
344,19910918,41,164,7,10198,6,94
344,19910919,15,132,0,10192,4,85
344,19910920,10,108,0,10187,3,90
344,19910921,31,142,0,10124,1,78
344,19910922,62,160,26,10061,6,77
344,19910923,77,155,54,10101,7,82
344,19910924,87,179,22,10071,7,84
344,19910925,15,150,48,10031,8,98
344,19910926,26,137,2,10018,7,95
344,19910927,26,113,192,10025,7,99
344,19910928,51,120,44,9985,6,92
344,19910929,36,137,36,9972,6,93
344,19910930,41,117,210,10025,7,94
344,19911001,87,126,12,10061,5,77
344,19911002,77,131,36,10213,4,77
344,19911003,62,143,16,10251,7,88
344,19911004,15,116,0,10249,4,89
344,19911005,21,129,32,10139,6,90
344,19911006,36,111,36,10191,4,84
344,19911007,10,91,0,10162,4,92
344,19911008,15,132,0,10107,5,92
344,19911009,21,129,0,10140,6,97
344,19911010,36,151,0,10170,4,87
344,19911011,57,156,0,10077,5,78
344,19911012,31,138,49,10053,8,94
344,19911013,26,131,8,10053,7,96
344,19911014,21,119,-1,10067,4,94
344,19911015,15,116,0,10112,5,94
344,19911016,82,132,52,10050,6,94
344,19911017,118,101,42,9982,6,66
344,19911018,82,89,120,10025,6,88
344,19911019,62,77,64,10131,5,84
344,19911020,26,70,20,10203,5,89
344,19911021,10,62,-1,10248,5,90
344,19911022,21,89,-1,10278,6,91
344,19911023,26,101,6,10295,8,93
344,19911024,21,103,2,10279,7,94
344,19911025,21,99,-1,10255,8,96
344,19911026,41,80,0,10197,2,84
344,19911027,41,57,0,10155,2,78
344,19911028,41,76,-1,10181,7,77
344,19911029,36,78,0,10226,6,82
344,19911030,46,75,-1,10155,7,83
344,19911031,57,90,0,10167,7,90
344,19911101,77,118,10,10115,7,84
344,19911102,93,125,14,10067,6,86
344,19911103,87,98,96,9916,6,86
344,19911104,77,70,182,9872,6,91
344,19911105,41,73,64,10036,6,86
344,19911106,67,70,76,10183,7,86
344,19911107,103,118,154,10122,8,95
344,19911108,77,102,110,10104,7,90
344,19911109,46,61,130,10145,6,89
344,19911110,57,59,28,10194,6,89
344,19911111,77,72,44,10101,7,93
344,19911112,62,66,89,10057,6,94
344,19911113,77,64,36,9940,5,86
344,19911114,67,55,16,9947,6,92
344,19911115,36,48,26,10005,4,96
344,19911116,15,21,0,10092,6,100
344,19911117,31,22,0,10117,8,100
344,19911118,46,70,28,10013,8,99
344,19911119,62,53,150,10054,8,99
344,19911120,72,27,18,10199,5,93
344,19911121,26,-4,-1,10266,7,100
344,19911122,41,38,8,10218,8,100
344,19911123,36,52,-1,10211,8,98
344,19911124,26,40,0,10175,4,90
344,19911125,41,15,0,10136,6,95
344,19911126,26,55,-1,10196,7,87
344,19911127,15,72,0,10243,5,90
344,19911128,31,48,0,10239,5,99
344,19911129,31,52,0,10229,3,97
344,19911130,31,33,0,10198,3,95
344,19911201,15,46,0,10264,8,99
344,19911202,31,24,-1,10303,8,99
344,19911203,21,3,-1,10328,8,98
344,19911204,15,40,0,10313,8,94
344,19911205,26,36,-1,10329,3,92
344,19911206,15,2,0,10397,2,91
344,19911207,10,47,0,10381,7,88
344,19911208,10,36,0,10349,7,90
344,19911209,26,29,0,10369,4,87
344,19911210,51,-19,0,10385,1,68
344,19911211,41,-5,0,10352,3,73
344,19911212,36,12,0,10367,4,86
344,19911213,36,9,0,10365,1,93
344,19911214,36,18,0,10328,0,81
344,19911215,36,5,0,10257,3,78
344,19911216,31,32,2,10214,7,95
344,19911217,57,62,62,10158,8,100
344,19911218,98,71,28,10111,6,83
344,19911219,113,88,124,9999,7,95
344,19911220,118,52,4,10010,6,75
344,19911221,82,75,96,9994,8,96
344,19911222,108,110,34,10076,6,95
344,19911223,123,100,12,10121,6,88
344,19911224,62,61,17,10330,5,87
344,19911225,41,46,4,10406,4,91
344,19911226,87,76,6,10259,7,91
344,19911227,57,69,-1,10298,7,86
344,19911228,36,63,-1,10339,6,91
344,19911229,36,60,2,10380,8,96
344,19911230,10,61,-1,10421,8,94
344,19911231,36,49,-1,10360,8,94
344,19920101,93,67,-1,10303,8,96
344,19920102,93,73,-1,10285,8,91
344,19920103,103,52,0,10233,6,89
344,19920104,67,66,84,10203,6,97
344,19920105,77,86,92,10233,8,99
344,19920106,77,85,14,10256,6,96
344,19920107,62,38,0,10184,7,97
344,19920108,72,77,12,10066,7,86
344,19920109,51,69,122,10045,8,95
344,19920110,46,27,0,10235,3,92
344,19920111,21,-23,-1,10294,7,100
344,19920112,21,18,-1,10329,8,100
344,19920113,21,50,0,10375,8,83
344,19920114,36,62,-1,10357,8,93
344,19920115,36,67,-1,10369,8,90
344,19920116,46,55,-1,10317,7,90
344,19920117,36,58,-1,10350,7,82
344,19920118,31,57,0,10330,6,95
344,19920119,72,64,28,10220,8,98
344,19920120,67,9,-1,10276,6,90
344,19920121,41,-28,0,10360,0,73
344,19920122,31,-42,0,10341,0,81
344,19920123,21,-42,0,10319,0,92
344,19920124,10,-40,0,10343,1,95
344,19920125,15,-28,0,10375,7,99
344,19920126,26,29,-1,10416,4,95
344,19920127,26,28,-1,10419,7,98
344,19920128,15,-13,0,10424,4,97
344,19920129,36,13,0,10396,6,94
344,19920130,26,8,-1,10384,8,100
344,19920131,21,-6,-1,10366,8,100
344,19920201,5,-11,-1,10338,8,100
344,19920202,41,5,-1,10277,8,100
344,19920203,93,58,12,10181,5,84
344,19920204,36,38,68,10155,8,93
344,19920205,72,73,20,10210,8,92
344,19920206,31,75,0,10287,8,91
344,19920207,41,53,0,10308,2,87
344,19920208,36,48,0,10249,1,84
344,19920209,62,50,18,10117,5,91
344,19920210,82,65,46,10129,6,87
344,19920211,36,74,24,10104,8,97
344,19920212,51,104,16,10064,8,95
344,19920213,62,73,-1,10078,5,88
344,19920214,72,70,20,10144,5,89
344,19920215,93,78,26,10113,6,85
344,19920216,98,34,34,10142,5,83
344,19920217,41,1,16,10275,4,81
344,19920218,15,1,0,10350,5,72
344,19920219,31,13,1,10367,6,82
344,19920220,21,16,9,10331,4,90
344,19920221,41,40,0,10336,6,90
344,19920222,77,43,-1,10287,7,88
344,19920223,62,67,26,10278,5,89
344,19920224,31,67,4,10278,8,95
344,19920225,26,70,0,10232,7,87
344,19920226,41,78,0,10249,7,84
344,19920227,36,90,0,10290,3,81
344,19920228,31,76,0,10299,2,87
344,19920229,41,104,0,10265,1,75
344,19920301,57,103,-1,10193,2,72
344,19920302,82,68,28,10233,5,82
344,19920303,72,76,3,10280,6,91
344,19920304,31,87,0,10305,5,95
344,19920305,46,102,31,10227,5,81
344,19920306,57,81,26,10272,4,84
344,19920307,41,91,0,10272,5,76
344,19920308,36,81,3,10284,7,92
344,19920309,26,68,0,10350,4,83
344,19920310,77,73,29,10244,5,80
344,19920311,93,63,-1,10210,5,79
344,19920312,129,87,74,10030,8,92
344,19920313,118,69,148,9947,7,86
344,19920314,98,47,9,10080,6,78
344,19920315,57,44,4,10165,7,74
344,19920316,36,64,1,10277,6,78
344,19920317,31,88,-1,10285,8,96
344,19920318,41,94,5,10225,7,86
344,19920319,41,83,0,10223,6,83
344,19920320,77,91,25,10177,8,95
344,19920321,103,84,27,10145,6,81
344,19920322,51,65,101,10063,6,92
344,19920323,31,53,14,9965,6,89
344,19920324,72,53,-1,10068,6,85
344,19920325,51,53,22,10081,8,82
344,19920326,62,52,70,9898,7,94
344,19920327,62,55,20,10006,7,89
344,19920328,67,38,8,10055,5,82
344,19920329,36,49,16,10019,7,87
344,19920330,57,85,10,9911,7,76
344,19920331,36,76,41,9863,8,84
344,19920401,26,57,0,9890,5,88
344,19920402,31,63,-1,9930,5,86
344,19920403,36,61,3,10042,7,85
344,19920404,36,47,-1,10118,4,83
344,19920405,31,54,-1,10131,5,84
344,19920406,46,78,-1,10064,8,77
344,19920407,36,98,-1,10017,7,71
344,19920408,36,110,0,10123,2,61
344,19920409,26,94,0,10254,0,71
344,19920410,21,95,0,10241,4,74
344,19920411,15,94,0,10184,4,77
344,19920412,51,94,-1,10131,6,87
344,19920413,82,74,23,10127,5,81
344,19920414,77,95,35,10072,7,75
344,19920415,98,59,40,9966,7,86
344,19920416,82,46,72,10200,6,79
344,19920417,46,63,58,10227,8,94
344,19920418,62,118,12,10195,7,92
344,19920419,57,82,-1,10246,4,80
344,19920420,21,84,0,10271,4,71
344,19920421,31,106,0,10180,5,63
344,19920422,31,103,0,10113,7,83
344,19920423,51,102,1,10076,7,82
344,19920424,57,126,-1,10060,7,75
344,19920425,57,125,35,10119,6,80
344,19920426,72,123,74,10125,7,91
344,19920427,93,111,-1,10125,5,76
344,19920428,46,89,45,10062,8,93
344,19920429,41,84,0,10170,4,87
344,19920430,62,105,27,10182,7,83
344,19920501,72,99,195,10077,7,89
344,19920502,46,83,2,10160,5,85
344,19920503,36,80,-1,10286,4,79
344,19920504,15,90,0,10283,1,77
344,19920505,26,103,0,10265,3,82
344,19920506,46,118,0,10282,6,79
344,19920507,57,141,0,10188,6,84
344,19920508,82,114,-1,10101,7,76
344,19920509,72,87,148,10036,8,90
344,19920510,36,98,47,10096,7,81
344,19920511,51,104,4,10143,4,83
344,19920512,87,117,-1,10212,7,85
344,19920513,36,161,0,10257,3,79
344,19920514,41,214,0,10219,0,66
344,19920515,36,170,0,10283,1,82
344,19920516,51,129,0,10352,1,75
344,19920517,46,123,0,10330,3,73
344,19920518,36,165,0,10256,0,67
344,19920519,41,186,0,10231,0,56
344,19920520,31,192,0,10207,0,56
344,19920521,26,190,0,10174,0,60
344,19920522,31,192,0,10166,0,65
344,19920523,36,208,-1,10140,3,57
344,19920524,26,208,0,10127,3,69
344,19920525,21,197,4,10171,3,78
344,19920526,41,189,0,10163,0,52
344,19920527,57,188,-1,10134,3,51
344,19920528,62,215,0,10118,5,50
344,19920529,51,187,-1,10118,4,56
344,19920530,31,179,-1,10130,5,77
344,19920531,21,201,13,10119,5,71
344,19920601,26,191,161,10070,6,72
344,19920602,36,156,58,10069,7,91
344,19920603,41,166,2,10120,6,81
344,19920604,46,135,86,10157,8,93
344,19920605,31,152,145,10127,7,86
344,19920606,21,168,-1,10122,7,89
344,19920607,26,155,-1,10108,7,86
344,19920608,31,151,191,10085,7,89
344,19920609,21,166,74,10094,4,85
344,19920610,36,184,0,10129,2,75
344,19920611,41,158,0,10166,2,67
344,19920612,36,164,-1,10184,4,75
344,19920613,26,168,0,10214,2,80
344,19920614,26,180,0,10234,4,71
344,19920615,31,202,0,10218,2,68
344,19920616,72,169,0,10246,5,72
