# STN,YYYYMMDD,   FG,   TG,   RH,   PG,   NG,   UG
344,20061228,55,52,34,10250,8,95
344,20061229,63,56,-1,10206,6,83
344,20061230,106,98,57,10109,8,86
344,20061231,98,101,43,10170,7,86
344,20070101,86,83,24,10114,4,80
344,20070102,62,67,69,10187,6,86
344,20070103,69,72,8,10221,7,90
344,20070104,91,96,14,10088,7,84
344,20070105,61,95,8,10164,7,90
344,20070106,45,82,104,10139,7,93
344,20070107,77,83,14,10124,7,89
344,20070108,82,96,61,10011,6,89
344,20070109,119,126,2,10067,8,83
344,20070110,93,104,57,10110,8,82
344,20070111,118,86,99,10086,6,81
344,20070112,100,102,0,10184,7,84
344,20070113,93,109,14,10176,7,89
344,20070114,66,74,3,10267,1,79
344,20070115,61,65,0,10241,2,85
344,20070116,71,85,25,10168,8,92
344,20070117,86,96,109,10082,7,90
344,20070118,135,108,215,9929,7,84
344,20070119,86,106,21,10117,6,84
344,20070120,106,106,9,10096,6,82
344,20070121,93,71,54,10080,6,76
344,20070122,40,29,50,10175,5,83
344,20070123,14,-7,0,10167,2,86
344,20070124,20,0,6,10113,4,89
344,20070125,26,-15,0,10250,1,82
344,20070126,51,37,29,10203,7,89
344,20070127,49,58,2,10276,6,84
344,20070128,75,75,13,10240,8,84
344,20070129,42,84,-1,10246,8,92
344,20070130,29,78,-1,10250,8,93
344,20070131,63,73,19,10212,7,86
344,20070201,24,89,0,10278,8,96
344,20070202,39,74,0,10319,5,94
344,20070203,24,43,0,10373,0,88
344,20070204,13,38,0,10307,4,93
344,20070205,18,24,4,10151,6,92
344,20070206,16,5,28,10057,6,95
344,20070207,32,8,-1,10004,4,90
344,20070208,50,8,33,9910,8,94
344,20070209,29,31,-1,10030,7,86
344,20070210,55,46,94,10015,8,94
344,20070211,69,82,81,9943,6,90
344,20070212,74,85,97,9886,8,90
344,20070213,73,79,38,10042,7,86
344,20070214,44,67,83,10038,8,92
344,20070215,43,69,0,10204,2,81
344,20070216,55,86,0,10155,3,61
344,20070217,36,69,0,10116,3,71
344,20070218,27,49,0,10163,7,92
344,20070219,29,60,0,10132,7,89
344,20070220,28,85,1,10094,7,89
344,20070221,56,83,34,10081,6,91
344,20070222,52,84,1,10083,6,83
344,20070223,51,95,-1,10041,4,87
344,20070224,68,94,53,9956,8,90
344,20070225,56,80,108,9945,8,91
344,20070226,63,74,15,10087,8,87
344,20070227,68,70,86,10080,8,91
344,20070228,114,98,16,9936,6,84
344,20070301,89,82,194,9904,7,80
344,20070302,50,65,8,10040,5,77
344,20070303,61,70,143,10026,7,90
344,20070304,51,89,-1,10132,6,83
344,20070305,84,94,87,10109,5,77
344,20070306,85,91,142,10031,8,89
344,20070307,48,86,11,10017,8,91
344,20070308,27,71,0,10205,1,91
344,20070309,54,73,35,10256,5,89
344,20070310,52,73,0,10351,1,86
344,20070311,39,83,0,10322,2,90
344,20070312,20,93,0,10262,0,79
344,20070313,20,68,0,10292,3,86
344,20070314,13,71,0,10351,2,83
344,20070315,22,74,0,10292,2,83
344,20070316,43,88,-1,10248,6,87
344,20070317,87,108,11,10176,7,84
344,20070318,109,75,117,9984,7,74
344,20070319,42,35,47,9934,5,81
344,20070320,57,43,8,10047,4,82
344,20070321,60,58,2,10122,6,77
344,20070322,71,65,0,10139,4,72
344,20070323,58,61,-1,10129,7,78
344,20070324,49,82,0,10143,7,85
344,20070325,55,93,0,10197,2,69
344,20070326,59,111,0,10202,0,62
344,20070327,48,111,0,10176,0,59
344,20070328,32,111,0,10146,1,62
344,20070329,26,86,-1,10110,5,87
344,20070330,37,97,0,10125,3,87
344,20070331,66,108,0,10201,0,73
344,20070401,57,114,0,10271,0,58
344,20070402,44,110,0,10269,0,64
344,20070403,58,70,1,10218,5,78
344,20070404,37,67,0,10229,0,73
344,20070405,20,76,0,10228,2,86
344,20070406,34,101,0,10228,2,81
344,20070407,28,82,2,10266,4,82
344,20070408,31,85,0,10245,1,74
344,20070409,40,108,0,10189,3,80
344,20070410,29,119,0,10223,8,84
344,20070411,27,124,0,10247,3,73
344,20070412,33,132,0,10221,0,77
344,20070413,29,157,0,10199,0,76
344,20070414,22,169,0,10209,0,73
344,20070415,19,183,0,10213,0,65
344,20070416,28,149,0,10217,1,79
344,20070417,31,102,0,10238,4,79
344,20070418,18,92,0,10244,3,74
344,20070419,41,107,0,10199,2,75
344,20070420,35,87,0,10236,3,66
344,20070421,23,91,0,10231,0,68
344,20070422,17,126,0,10209,0,65
344,20070423,33,153,-1,10199,5,64
344,20070424,25,163,0,10179,6,76
344,20070425,30,185,0,10149,2,67
344,20070426,26,167,0,10180,0,81
344,20070427,38,182,0,10209,0,67
344,20070428,40,178,0,10213,0,70
344,20070429,53,159,0,10188,0,59
344,20070430,68,142,0,10163,0,43
344,20070501,53,152,0,10159,0,50
344,20070502,48,143,0,10155,0,52
344,20070503,35,139,0,10147,1,74
344,20070504,47,149,0,10124,0,70
344,20070505,45,116,0,10165,2,80
344,20070506,54,124,1,10163,7,82
344,20070507,61,130,297,10085,8,94
344,20070508,72,129,3,10094,6,80
344,20070509,53,133,55,10120,7,81
344,20070510,77,136,101,10059,8,84
344,20070511,72,125,108,10021,7,85
344,20070512,87,139,48,10053,6,79
344,20070513,51,157,-1,10037,5,72
344,20070514,70,136,8,10048,7,77
344,20070515,42,121,61,10140,5,75
344,20070516,39,118,222,10101,7,83
344,20070517,23,107,24,10127,5,87
344,20070518,62,163,-1,10130,6,81
344,20070519,58,136,0,10133,3,70
344,20070520,27,139,11,10152,4,81
344,20070521,24,166,40,10152,7,91
344,20070522,22,144,-1,10201,6,89
344,20070523,15,149,0,10224,0,71
344,20070524,18,175,0,10158,0,68
344,20070525,22,182,0,10074,1,75
344,20070526,44,146,25,10035,8,74
344,20070527,30,133,62,9967,8,89
344,20070528,17,131,23,9993,8,89
344,20070529,51,107,60,10068,7,84
344,20070530,54,147,0,10091,4,70
344,20070531,23,147,88,10109,6,82
344,20070601,23,165,0,10164,2,79
344,20070602,26,182,0,10236,0,74
344,20070603,26,177,0,10224,5,83
344,20070604,33,185,0,10219,6,74
344,20070605,38,185,0,10206,4,77
344,20070606,36,166,0,10188,6,85
344,20070607,38,200,0,10169,4,82
344,20070608,26,201,95,10155,5,88
344,20070609,22,165,1,10173,8,94
344,20070610,20,173,22,10164,7,88
344,20070611,23,182,1,10141,6,89
344,20070612,39,163,0,10110,8,89
344,20070613,34,171,0,10080,6,84
344,20070614,28,191,164,10035,7,84
344,20070615,38,187,12,10021,6,83
344,20070616,53,166,32,10043,5,83
344,20070617,45,164,51,10054,8,81
344,20070618,25,163,127,10092,6,88
344,20070619,32,203,5,10125,1,68
344,20070620,40,189,33,10127,4,76
344,20070621,23,170,75,10127,7,84
344,20070622,31,168,68,10080,7,82
344,20070623,52,164,17,10083,6,87
344,20070624,45,158,49,10097,7,85
344,20070625,39,149,91,10008,7,89
344,20070626,63,129,7,10020,7,78
344,20070627,71,146,12,10061,6,68
344,20070628,51,153,6,10100,4,68
344,20070629,78,153,58,10090,8,85
344,20070630,38,171,13,10128,7,84
344,20070701,40,185,108,10063,7,84
344,20070702,60,172,59,10044,7,81
344,20070703,57,153,28,10010,8,86
344,20070704,58,156,151,10036,8,84
344,20070705,60,160,148,10092,7,85
344,20070706,99,160,14,10067,8,79
344,20070707,61,168,0,10149,4,77
344,20070708,19,168,0,10164,5,72
344,20070709,28,141,134,10127,4,86
344,20070710,33,149,34,10116,5,84
344,20070711,45,152,3,10124,7,84
344,20070712,48,165,6,10140,8,87
344,20070713,50,205,0,10134,5,80
344,20070714,54,195,0,10132,5,78
344,20070715,25,206,61,10122,4,86
344,20070716,31,201,259,10109,6,87
344,20070717,53,185,0,10154,6,78
344,20070718,40,179,-1,10186,3,77
344,20070719,25,193,0,10185,2,72
344,20070720,45,171,74,10139,6,88
344,20070721,47,175,0,10145,4,74
344,20070722,34,157,35,10110,5,83
344,20070723,50,160,122,10005,7,86
344,20070724,62,163,24,10032,7,84
344,20070725,52,183,-1,10132,5,77
344,20070726,65,183,43,10080,8,81
344,20070727,79,178,10,10111,4,73
344,20070728,48,174,135,10132,6,83
344,20070729,46,150,351,10124,6,80
344,20070730,46,143,0,10184,4,70
344,20070731,23,148,0,10203,3,70
344,20070801,25,173,0,10150,2,69
344,20070802,26,165,0,10117,7,81
344,20070803,28,173,0,10218,1,72
344,20070804,33,196,0,10219,0,72
344,20070805,42,240,0,10132,1,58
344,20070806,34,201,17,10097,5,79
344,20070807,20,179,-1,10147,7,80
344,20070808,36,160,0,10171,6,76
344,20070809,48,161,20,10166,8,82
344,20070810,40,170,0,10165,5,81
344,20070811,16,161,0,10151,3,81
344,20070812,28,173,2,10099,4,80
344,20070813,48,173,0,10106,4,77
344,20070814,63,192,99,10061,8,72
344,20070815,72,197,71,9993,7,81
344,20070816,63,163,32,10078,6,79
344,20070817,43,151,209,10161,6,81
344,20070818,43,170,-1,10143,7,74
344,20070819,34,179,14,10070,7,76
344,20070820,34,168,33,10035,7,89
344,20070821,37,172,30,10083,7,92
344,20070822,67,186,-1,10073,5,80
344,20070823,22,170,3,10139,6,89
344,20070824,18,184,0,10230,3,87
344,20070825,25,179,0,10275,3,85
344,20070826,31,169,0,10270,3,84
344,20070827,18,145,0,10239,4,80
344,20070828,26,145,0,10213,5,71
344,20070829,20,135,0,10198,1,74
344,20070830,35,157,1,10194,5,83
344,20070831,40,167,3,10182,8,85
344,20070901,38,166,0,10190,5,81
344,20070902,55,180,18,10155,7,80
344,20070903,38,144,154,10158,7,81
344,20070904,37,125,11,10254,3,72
344,20070905,20,138,5,10284,7,91
344,20070906,31,172,0,10289,8,87
344,20070907,30,162,-1,10293,5,82
344,20070908,25,159,2,10252,7,88
344,20070909,36,149,-1,10220,8,77
344,20070910,63,153,25,10153,7,81
344,20070911,35,139,9,10228,6,84
344,20070912,11,138,0,10274,5,86
344,20070913,20,139,0,10253,5,84
344,20070914,36,141,2,10190,5,84
344,20070915,15,138,0,10240,3,79
344,20070916,56,167,0,10134,3,78
344,20070917,27,142,171,10086,8,93
344,20070918,39,110,86,10180,5,77
344,20070919,63,127,3,10203,7,81
344,20070920,80,159,22,10180,8,81
344,20070921,63,164,-1,10185,6,80
344,20070922,20,153,0,10212,5,90
344,20070923,33,165,0,10194,1,82
344,20070924,65,148,21,10110,4,82
344,20070925,43,119,220,10124,6,90
344,20070926,21,98,168,10148,6,91
344,20070927,49,126,0,10141,4,81
344,20070928,48,141,82,10073,8,89
344,20070929,33,134,26,10107,8,90
344,20070930,23,123,17,10221,6,86
344,20071001,35,111,8,10241,8,90
344,20071002,40,127,0,10214,8,90
344,20071003,22,135,53,10184,8,96
344,20071004,26,126,-1,10210,4,93
344,20071005,11,111,0,10249,3,89
344,20071006,28,111,0,10240,2,88
344,20071007,11,99,0,10222,3,92
344,20071008,13,120,0,10246,7,88
344,20071009,33,130,59,10229,8,89
344,20071010,29,122,0,10244,4,91
344,20071011,17,100,0,10269,3,90
344,20071012,28,142,0,10244,7,89
344,20071013,20,118,0,10267,3,82
344,20071014,26,120,0,10215,0,79
344,20071015,47,127,0,10153,4,87
344,20071016,53,144,0,10153,4,82
344,20071017,50,125,46,10159,6,83
344,20071018,40,106,7,10298,6,72
344,20071019,15,93,0,10341,8,79
344,20071020,11,64,0,10366,3,77
344,20071021,22,91,1,10299,7,85
344,20071022,37,64,0,10274,1,83
344,20071023,40,38,0,10274,0,84
344,20071024,55,81,0,10264,8,82
344,20071025,41,84,0,10247,8,86
344,20071026,21,85,0,10232,8,85
344,20071027,45,97,0,10264,8,83
344,20071028,73,106,21,10186,8,85
344,20071029,35,91,37,10117,7,97
344,20071030,22,84,38,10194,7,88
344,20071031,35,105,0,10283,7,90
344,20071101,35,128,0,10306,8,91
344,20071102,23,138,1,10319,8,97
344,20071103,22,119,2,10288,7,95
344,20071104,14,97,-1,10289,8,90
344,20071105,49,108,42,10250,7,83
344,20071106,55,93,41,10270,7,78
344,20071107,63,108,2,10207,6,81
344,20071108,60,104,72,10126,7,85
344,20071109,85,69,85,10160,7,75
344,20071110,70,99,22,10141,8,85
344,20071111,76,89,28,10110,6,80
344,20071112,43,62,18,10197,5,76
344,20071113,44,58,138,10094,8,88
344,20071114,25,32,0,10159,4,85
344,20071115,13,24,0,10268,3,80
344,20071116,31,40,10,10282,6,93
344,20071117,40,45,0,10251,1,87
344,20071118,51,38,0,10113,2,83
344,20071119,47,49,9,10071,8,85
344,20071120,43,74,10,10074,8,87
344,20071121,43,92,5,10042,5,88
344,20071122,48,83,0,10048,4,93
344,20071123,39,61,21,10172,5,84
344,20071124,48,56,16,10223,7,84
344,20071125,64,70,61,10189,6,83
344,20071126,48,57,15,10266,6,78
344,20071127,15,55,0,10280,7,91
344,20071128,61,63,3,10182,8,83
344,20071129,57,69,30,10067,6,90
344,20071130,66,81,93,10058,8,92
344,20071201,93,90,33,10009,5,82
344,20071202,97,91,160,9912,6,86
344,20071203,70,75,113,9964,7,82
344,20071204,53,84,10,10135,8,88
344,20071205,90,114,32,10098,7,87
344,20071206,89,109,192,10061,6,92
344,20071207,106,100,14,9962,8,77
344,20071208,74,68,98,9991,8,85
344,20071209,65,78,56,9849,7,87
344,20071210,48,76,17,10023,7,90
344,20071211,42,52,8,10268,2,80
344,20071212,8,27,0,10378,6,95
344,20071213,28,23,0,10422,7,95
344,20071214,22,6,0,10402,4,91
344,20071215,36,15,0,10378,5,84
344,20071216,39,-11,0,10389,1,84
344,20071217,55,-11,0,10373,2,87
344,20071218,36,-23,0,10380,2,93
344,20071219,33,-26,0,10398,2,95
344,20071220,28,-40,-1,10363,8,98
344,20071221,15,-42,-1,10291,7,98
344,20071222,21,-19,0,10255,1,92
344,20071223,22,31,-1,10281,5,95
344,20071224,48,33,0,10256,7,91
344,20071225,61,36,6,10171,6,80
344,20071226,48,47,-1,10246,8,97
344,20071227,74,53,0,10282,8,96
344,20071228,79,67,0,10223,8,89
344,20071229,88,68,24,10115,4,85
344,20071230,40,58,13,10230,7,85
344,20071231,15,49,7,10286,8,98
344,20080101,39,28,0,10254,8,97
344,20080102,59,-2,0,10195,4,85
344,20080103,70,5,1,10068,8,78
344,20080104,58,42,5,10057,8,78
344,20080105,73,70,60,9998,7,89
344,20080106,44,45,3,10093,3,90
344,20080107,94,75,13,10081,6,79
344,20080108,70,64,0,10155,5,87
344,20080109,75,70,5,10103,5,82
344,20080110,87,79,49,10069,7,84
344,20080111,65,95,102,9972,8,88
344,20080112,62,60,7,10047,5,84
344,20080113,67,62,7,10105,7,83
344,20080114,81,72,2,10019,7,79
344,20080115,109,86,71,9910,8,85
344,20080116,65,70,-1,9943,5,84
344,20080117,68,62,40,10029,6,92
344,20080118,98,97,74,10096,8,88
344,20080119,87,109,45,10173,8,95
344,20080120,111,114,-1,10184,8,89
344,20080121,113,101,72,10096,8,87
344,20080122,38,50,10,10221,3,80
344,20080123,68,76,3,10259,8,88
344,20080124,65,85,17,10268,6,82
344,20080125,83,71,0,10345,4,82
344,20080126,81,84,0,10316,6,83
344,20080127,60,84,0,10309,7,86
344,20080128,29,82,0,10330,8,81
344,20080129,43,65,0,10273,8,85
344,20080130,41,48,15,10237,6,86
344,20080131,100,50,47,10072,7,83
344,20080201,100,60,58,9953,7,70
344,20080202,68,38,178,10124,6,77
344,20080203,70,40,0,10086,4,69
344,20080204,70,65,6,10017,5,80
344,20080205,86,82,61,10045,8,87
344,20080206,67,69,6,10197,5,86
344,20080207,42,59,1,10356,7,84
344,20080208,37,71,0,10348,2,65
344,20080209,24,66,0,10340,1,57
344,20080210,19,47,0,10353,1,75
344,20080211,21,58,0,10354,0,78
344,20080212,16,53,0,10358,0,81
344,20080213,28,9,0,10372,7,99
344,20080214,33,25,0,10379,8,95
344,20080215,53,20,0,10401,2,70
344,20080216,40,-5,0,10444,0,63
344,20080217,13,-1,0,10400,0,73
344,20080218,8,4,0,10340,2,90
344,20080219,27,5,0,10264,7,98
344,20080220,18,23,-1,10193,5,94
344,20080221,76,75,6,10204,7,91
344,20080222,95,95,1,10210,7,88
344,20080223,59,83,-1,10256,7,88
344,20080224,50,97,55,10184,8,77
344,20080225,45,78,8,10189,4,82
344,20080226,85,99,44,10062,5,82
344,20080227,60,70,0,10162,1,79
344,20080228,20,73,-1,10197,7,86
344,20080229,72,74,41,10101,7,89
344,20080301,109,93,61,10017,6,73
344,20080302,83,96,-1,10069,6,75
344,20080303,62,58,-1,10093,6,70
344,20080304,48,31,25,10202,4,80
344,20080305,41,38,4,10301,6,73
344,20080306,57,82,8,10212,8,84
344,20080307,54,71,1,10129,7,84
344,20080308,65,72,-1,10073,6,82
344,20080309,61,75,116,9979,7,90
344,20080310,96,62,93,9820,6,83
344,20080311,106,84,74,9851,7,81
344,20080312,115,81,20,9959,6,69
344,20080313,75,77,2,10106,5,77
344,20080314,39,74,-1,10110,7,82
344,20080315,33,94,0,10070,7,82
344,20080316,50,82,181,10006,8,91
344,20080317,48,46,5,10143,7,75
344,20080318,40,38,10,10160,5,79
344,20080319,49,45,25,10176,6,80
344,20080320,72,56,202,10074,8,88
344,20080321,67,42,103,9815,7,85
344,20080322,47,23,17,9926,6,84
344,20080323,29,7,24,9991,6,83
344,20080324,38,14,86,9954,6,90
344,20080325,56,19,66,10024,6,86
344,20080326,18,38,7,10006,8,88
344,20080327,33,47,33,10005,8,92
344,20080328,66,65,47,10029,7,86
344,20080329,86,94,-1,10104,5,69
344,20080330,50,93,80,10039,8,81
344,20080331,28,95,2,10158,5,80
344,20080401,59,87,13,10187,6,82
344,20080402,54,82,4,10219,7,80
344,20080403,48,76,0,10279,8,81
344,20080404,27,84,4,10253,8,90
344,20080405,39,70,51,10101,7,88
344,20080406,33,37,11,10031,4,71
344,20080407,32,32,-1,10029,4,78
344,20080408,27,48,0,10046,4,73
344,20080409,15,50,0,10000,0,74
344,20080410,13,57,0,9996,1,68
344,20080411,40,77,0,9999,2,72
344,20080412,70,85,-1,10061,3,73
344,20080413,33,76,5,10102,6,80
344,20080414,31,61,-1,10146,4,84
344,20080415,30,56,20,10221,4,75
344,20080416,23,47,-1,10211,3,75
344,20080417,41,58,0,10099,2,71
344,20080418,71,79,0,10008,5,73
344,20080419,63,87,12,10003,7,79
344,20080420,58,117,0,10047,5,76
344,20080421,58,120,0,10041,2,67
344,20080422,44,122,0,10099,2,69
344,20080423,31,119,82,10171,5,80
344,20080424,47,111,10,10213,5,82
344,20080425,35,107,0,10272,6,81
344,20080426,36,148,0,10258,4,66
344,20080427,40,171,5,10156,8,58
344,20080428,37,114,34,10061,8,85
344,20080429,50,107,55,10006,7,82
344,20080430,73,114,12,9971,6,75
344,20080501,53,100,-1,10100,5,76
344,20080502,28,109,0,10219,3,75
344,20080503,28,133,0,10258,1,67
344,20080504,36,152,0,10242,1,56
344,20080505,44,155,0,10261,0,54
344,20080506,38,165,0,10250,0,66
344,20080507,30,172,0,10210,0,64
344,20080508,39,186,0,10172,0,55
344,20080509,39,195,0,10151,0,50
344,20080510,28,200,0,10175,0,53
344,20080511,34,191,0,10190,0,51
344,20080512,38,192,0,10180,2,54
344,20080513,42,191,0,10166,3,59
344,20080514,30,188,0,10130,6,67
344,20080515,25,169,49,10087,7,76
344,20080516,25,133,326,10071,7,90
344,20080517,40,112,116,10078,8,89
344,20080518,37,106,0,10131,3,68
344,20080519,31,95,0,10167,4,69
344,20080520,42,108,0,10188,0,65
344,20080521,36,131,0,10176,1,62
344,20080522,26,154,0,10159,6,59
344,20080523,41,173,0,10140,5,55
344,20080524,57,182,0,10111,4,55
344,20080525,52,146,101,10125,7,85
344,20080526,81,137,111,10116,8,87
344,20080527,39,165,3,10107,5,85
344,20080528,52,194,-1,10094,6,67
344,20080529,25,167,28,10117,6,83
344,20080530,27,155,13,10117,6,86
344,20080531,29,137,-1,10157,6,83
344,20080601,18,156,11,10147,7,88
344,20080602,21,194,21,10115,6,84
344,20080603,30,172,10,10114,6,89
344,20080604,20,156,-1,10163,7,86
344,20080605,25,141,14,10161,8,91
344,20080606,27,163,-1,10133,7,86
344,20080607,25,163,0,10158,7,85
344,20080608,20,172,0,10214,3,81
344,20080609,21,193,0,10231,2,64
344,20080610,30,160,0,10219,1,74
344,20080611,36,140,0,10202,5,75
344,20080612,30,122,92,10145,7,81
344,20080613,35,126,20,10156,8,74
344,20080614,25,129,-1,10139,6,74
344,20080615,29,127,70,10101,4,75
344,20080616,25,121,0,10117,2,74
344,20080617,14,144,0,10134,1,66
344,20080618,47,160,0,10138,6,70
344,20080619,65,160,16,10108,5,74
344,20080620,54,158,0,10177,5,69
344,20080621,32,184,0,10185,8,72
344,20080622,71,192,0,10119,6,70
344,20080623,44,144,0,10191,4,71
344,20080624,29,160,0,10185,2,67
344,20080625,54,177,0,10150,5,69
344,20080626,53,166,-1,10188,3,68
344,20080627,76,170,35,10166,6,74
344,20080628,70,178,9,10170,6,81
344,20080629,55,173,0,10172,5,73
344,20080630,24,170,0,10204,2,71
344,20080701,27,205,0,10154,0,59
344,20080702,24,213,7,10089,5,74
344,20080703,33,174,14,10107,8,82
344,20080704,33,171,0,10160,2,69
344,20080705,41,179,9,10133,5,73
344,20080706,51,179,5,10061,7,72
344,20080707,86,158,65,10013,8,77
344,20080708,72,156,62,10077,7,81
344,20080709,50,159,135,10129,7,82
344,20080710,50,170,50,10087,7,90
344,20080711,62,172,8,10062,6,76
344,20080712,58,150,115,10080,6,75
344,20080713,30,151,3,10147,4,75
344,20080714,45,174,0,10225,2,69
344,20080715,54,180,1,10241,7,84
344,20080716,31,165,33,10196,6,76
344,20080717,34,150,46,10134,8,85
344,20080718,50,167,26,10102,8,83
344,20080719,65,167,194,10071,6,86
344,20080720,35,144,34,10143,6,76
344,20080721,56,134,111,10185,8,85
344,20080722,30,163,-1,10244,7,78
344,20080723,19,191,0,10247,7,76
344,20080724,43,202,0,10193,0,67
344,20080725,42,222,0,10129,1,65
344,20080726,20,208,2,10146,4,80
344,20080727,15,217,2,10173,4,80
344,20080728,21,214,166,10150,5,87
344,20080729,29,199,5,10157,4,82
344,20080730,29,211,0,10187,3,78
344,20080731,34,240,52,10138,3,70
344,20080801,56,197,69,10140,4,76
344,20080802,57,192,30,10140,6,76
344,20080803,56,180,198,10105,8,89
344,20080804,60,177,0,10097,4,79
344,20080805,33,187,3,10150,6,82
344,20080806,29,215,1,10124,5,78
344,20080807,36,193,449,10054,7,88
344,20080808,45,167,20,10084,5,83
344,20080809,51,163,22,10129,6,80
344,20080810,85,182,36,10049,5,77
344,20080811,41,170,7,10037,8,82
344,20080812,68,173,21,9948,6,77
344,20080813,100,164,145,10028,6,78
344,20080814,49,154,0,10132,4,78
344,20080815,20,153,14,10150,1,80
344,20080816,28,170,0,10119,5,72
344,20080817,43,170,3,10084,8,72
344,20080818,40,165,92,10075,8,88
344,20080819,75,177,48,10057,7,78
344,20080820,63,170,154,10112,8,83
344,20080821,53,171,1,10146,7,80
344,20080822,26,152,51,10129,7,85
344,20080823,34,148,69,10120,4,80
344,20080824,50,156,3,10119,7,81
344,20080825,61,178,0,10149,7,79
344,20080826,55,174,0,10209,8,84
344,20080827,48,170,0,10208,8,88
344,20080828,35,178,0,10198,8,86
344,20080829,25,180,0,10201,4,85
344,20080830,34,188,0,10179,0,79
344,20080831,31,208,20,10115,3,78
344,20080901,63,172,-1,10139,5,75
344,20080902,63,153,94,10057,7,87
344,20080903,65,145,9,10032,5,83
344,20080904,74,152,0,10029,6,76
344,20080905,51,163,70,9997,8,86
344,20080906,70,174,2,10000,6,71
344,20080907,68,153,132,10046,7,88
344,20080908,43,153,16,10141,7,86
344,20080909,38,183,8,10134,4,74
344,20080910,39,181,0,10137,5,82
344,20080911,36,198,0,10098,5,82
344,20080912,33,152,32,10116,7,95
344,20080913,25,123,1,10190,5,89
344,20080914,39,115,0,10251,1,75
344,20080915,35,119,0,10254,4,77
344,20080916,21,128,0,10246,7,78
344,20080917,25,121,0,10236,6,82
344,20080918,24,103,0,10241,0,77
344,20080919,20,101,0,10274,2,78
344,20080920,22,112,0,10313,0,82
344,20080921,19,122,0,10265,4,86
344,20080922,26,140,0,10225,7,76
344,20080923,33,135,14,10203,8,88
344,20080924,40,132,3,10244,7,88
344,20080925,30,117,0,10320,1,84
344,20080926,25,119,0,10356,0,86
344,20080927,10,115,0,10309,0,85
344,20080928,16,116,0,10241,2,89
344,20080929,34,123,44,10159,7,84
344,20080930,69,133,187,10030,8,89
344,20081001,82,129,123,9966,7,80
344,20081002,55,100,72,10009,6,81
344,20081003,43,88,90,10070,7,84
344,20081004,68,96,46,10122,7,75
344,20081005,75,118,248,10006,8,94
344,20081006,17,120,0,10126,7,86
344,20081007,44,150,3,10111,7,92
344,20081008,29,124,7,10179,5,87
344,20081009,11,106,0,10313,1,85
344,20081010,43,126,0,10310,4,81
344,20081011,37,143,0,10274,3,89
344,20081012,25,137,0,10250,4,93
344,20081013,42,158,-1,10178,4,90
344,20081014,27,147,-1,10197,7,86
344,20081015,58,140,32,10124,8,91
344,20081016,47,110,88,10118,6,81
344,20081017,31,94,1,10186,3,83
344,20081018,53,114,0,10185,5,85
344,20081019,53,119,0,10191,4,84
344,20081020,73,127,-1,10097,5,77
344,20081021,43,96,71,10107,6,86
344,20081022,38,89,0,10218,4,83
344,20081023,63,103,0,10240,4,83
344,20081024,49,92,46,10229,7,92
344,20081025,46,88,0,10286,3,90
344,20081026,73,119,128,10149,8,93
344,20081027,33,79,30,10078,4,81
344,20081028,24,46,149,10090,5,91
344,20081029,17,33,0,10071,2,92
344,20081030,26,29,2,9997,6,93
344,20081031,33,48,0,10062,7,91
344,20081101,53,65,35,10076,8,95
344,20081102,30,86,-1,10150,4,90
344,20081103,39,83,2,10143,7,98
344,20081104,26,77,0,10192,8,100
344,20081105,37,90,11,10153,8,96
344,20081106,22,97,0,10144,4,94
344,20081107,41,93,7,10122,5,92
344,20081108,65,95,0,10148,3,87
344,20081109,80,102,60,10112,6,81
344,20081110,92,124,165,10062,8,87
344,20081111,70,94,129,10061,5,85
344,20081112,51,85,16,10153,6,89
344,20081113,38,84,35,10231,5,89
344,20081114,60,105,-1,10236,8,97
344,20081115,58,117,7,10252,8,92
344,20081116,36,84,-1,10286,6,85
344,20081117,35,70,-1,10287,7,78
344,20081118,49,79,7,10141,7,91
344,20081119,42,95,-1,10168,7,89
344,20081120,74,105,11,10112,8,83
344,20081121,96,60,81,10060,7,77
344,20081122,60,25,66,10087,6,79
344,20081123,49,13,120,9968,7,94
344,20081124,38,18,66,9957,5,91
344,20081125,28,38,23,10146,6,86
344,20081126,40,57,3,10238,8,94
344,20081127,68,67,-1,10147,8,96
344,20081128,53,39,1,10017,8,93
344,20081129,28,25,-1,9949,6,93
344,20081130,30,8,58,9940,8,97
344,20081201,15,37,12,9995,8,98
344,20081202,47,39,145,10026,7,92
344,20081203,29,26,8,9980,5,91
344,20081204,61,32,50,9879,7,94
344,20081205,40,50,21,9873,8,93
344,20081206,30,57,56,10084,7,92
344,20081207,24,33,1,10260,2,93
344,20081208,45,24,0,10231,7,96
344,20081209,29,27,60,10144,6,96
344,20081210,29,26,125,10124,5,95
344,20081211,57,35,35,10095,8,95
344,20081212,55,16,4,10151,6,94
344,20081213,73,2,0,10018,1,82
344,20081214,39,25,-1,10017,6,85
344,20081215,41,14,0,10161,6,96
344,20081216,26,0,0,10160,8,99
344,20081217,30,28,3,10130,5,96
344,20081218,44,58,0,10170,7,94
344,20081219,55,66,62,10211,6,86
344,20081220,60,84,25,10226,8,93
344,20081221,65,91,2,10287,7,90
344,20081222,43,75,0,10324,5,93
344,20081223,17,55,0,10357,6,95
344,20081224,28,65,-1,10332,7,92
344,20081225,45,36,0,10353,5,90
344,20081226,50,-10,0,10394,0,82
